"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Proliferating cell",8,37,4.19205159658636e-15,"Reject","arabidopsis_thaliana","Leaf"
"S phase",8,15,0.000812269990787438,"Reject","arabidopsis_thaliana","Leaf"
"Sieve element",8,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",8,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",8,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",8,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",8,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Xylem",8,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",8,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",9,11,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",9,11,0.731195755194017,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",9,9,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"G2/M phase",9,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Guard mother cell",9,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",9,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",9,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Initials",9,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",9,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",9,10,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",9,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",9,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",9,5,1,"Fail","arabidopsis_thaliana","Leaf"
