"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Provascular",13,1,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",13,0,1,"Fail","triticum_aestivum","Root"
"Root broder",13,3,1,"Fail","triticum_aestivum","Root"
"Root cap",13,4,1,"Fail","triticum_aestivum","Root"
"Root endodermis",13,11,0.0249643880676296,"Reject","triticum_aestivum","Root"
"Root epidermis",13,1,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",13,4,1,"Fail","triticum_aestivum","Root"
"Root hair",13,3,1,"Fail","triticum_aestivum","Root"
"Root hair cell",13,2,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",13,3,1,"Fail","triticum_aestivum","Root"
"Root vascular system",13,2,1,"Fail","triticum_aestivum","Root"
"Sieve element",13,2,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",13,3,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",13,1,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",13,4,1,"Fail","triticum_aestivum","Root"
"Columella root cap",14,1,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",14,3,1,"Fail","triticum_aestivum","Root"
"Companion cell",14,5,0.882792289608639,"Fail","triticum_aestivum","Root"
"Meristematic cell",14,1,1,"Fail","triticum_aestivum","Root"
"Metaxylem",14,1,1,"Fail","triticum_aestivum","Root"
"Pericycle",14,0,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",14,1,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",14,0,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",14,2,1,"Fail","triticum_aestivum","Root"
"Protophloem",14,4,0.547257514246424,"Fail","triticum_aestivum","Root"
"Protoxylem",14,5,0.551506019676598,"Fail","triticum_aestivum","Root"
"Provascular",14,1,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",14,0,1,"Fail","triticum_aestivum","Root"
"Root broder",14,0,1,"Fail","triticum_aestivum","Root"
"Root cap",14,0,1,"Fail","triticum_aestivum","Root"
"Root endodermis",14,1,1,"Fail","triticum_aestivum","Root"
"Root epidermis",14,0,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",14,1,1,"Fail","triticum_aestivum","Root"
"Root hair",14,3,1,"Fail","triticum_aestivum","Root"
"Root hair cell",14,1,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",14,4,1,"Fail","triticum_aestivum","Root"
"Root vascular system",14,4,1,"Fail","triticum_aestivum","Root"
"Sieve element",14,4,0.882792289608639,"Fail","triticum_aestivum","Root"
"Stem cell niche",14,3,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",14,3,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",14,1,1,"Fail","triticum_aestivum","Root"
