"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"S phase",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Stem cell niche",5,7,1,"Fail","arabidopsis_thaliana","Root"
"Xylem",5,4,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",5,11,0.646719839525134,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",5,5,1,"Fail","arabidopsis_thaliana","Root"
"Columella",6,8,0.453834044570831,"Fail","arabidopsis_thaliana","Root"
"Columella root cap",6,12,0.294624990489758,"Fail","arabidopsis_thaliana","Root"
"Columella root cap cell",6,6,1,"Fail","arabidopsis_thaliana","Root"
"Companion cell",6,3,1,"Fail","arabidopsis_thaliana","Root"
"Cortex",6,23,0.121417388894544,"Fail","arabidopsis_thaliana","Root"
"Early sieve element",6,4,1,"Fail","arabidopsis_thaliana","Root"
"Epidermal cell layer of the emerging lateral root",6,18,0.0153627387822719,"Reject","arabidopsis_thaliana","Root"
"Explant vasculature and callus founder cell",6,18,0.922611260780427,"Fail","arabidopsis_thaliana","Root"
"G1/G0 phase",6,0,1,"Fail","arabidopsis_thaliana","Root"
"G2/M phase",6,4,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap",6,11,0.49968917787748,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap like cell",6,7,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root primordia",6,0,1,"Fail","arabidopsis_thaliana","Root"
"Meristematic cell",6,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem",6,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem sieve element",6,2,1,"Fail","arabidopsis_thaliana","Root"
"Metaxylem",6,18,0.472514034911706,"Fail","arabidopsis_thaliana","Root"
"Non-hair",6,2,1,"Fail","arabidopsis_thaliana","Root"
"Non-hair root epidermal cell",6,14,0.44935477117833,"Fail","arabidopsis_thaliana","Root"
"Pericycle",6,7,1,"Fail","arabidopsis_thaliana","Root"
"Pericycle cell",6,7,1,"Fail","arabidopsis_thaliana","Root"
"Phloem",6,3,1,"Fail","arabidopsis_thaliana","Root"
"Phloem parenchyma",6,13,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",6,10,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",6,9,1,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",6,3,1,"Fail","arabidopsis_thaliana","Root"
"Pholem",6,8,1,"Fail","arabidopsis_thaliana","Root"
"Photosynthetic cell",6,2,1,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",6,10,1,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",6,13,0.44935477117833,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",6,5,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",6,7,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem sieve element",6,2,1,"Fail","arabidopsis_thaliana","Root"
"Protoxylem",6,3,1,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",6,5,1,"Fail","arabidopsis_thaliana","Root"
"Root cap",6,20,0.0433488564309197,"Reject","arabidopsis_thaliana","Root"
"Root cortex",6,27,0.0196080575475037,"Reject","arabidopsis_thaliana","Root"
"Root endodermis",6,10,1,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",6,29,0.000390161158250449,"Reject","arabidopsis_thaliana","Root"
"Root hair",6,28,3.91311448040015e-06,"Reject","arabidopsis_thaliana","Root"
"Root hair cell",6,6,0.0424025188487124,"Reject","arabidopsis_thaliana","Root"
"Root initial cell",6,6,1,"Fail","arabidopsis_thaliana","Root"
"Root meristem",6,0,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",6,8,1,"Fail","arabidopsis_thaliana","Root"
"Root stele",6,16,0.885146161734676,"Fail","arabidopsis_thaliana","Root"
"S phase",6,1,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",6,2,1,"Fail","arabidopsis_thaliana","Root"
"Stem cell niche",6,4,1,"Fail","arabidopsis_thaliana","Root"
"Xylem",6,9,0.806569009758579,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",6,8,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",6,12,1,"Fail","arabidopsis_thaliana","Root"
"Columella",7,2,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap",7,6,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap cell",7,8,0.784275530163354,"Fail","arabidopsis_thaliana","Root"
"Companion cell",7,6,1,"Fail","arabidopsis_thaliana","Root"
"Cortex",7,12,1,"Fail","arabidopsis_thaliana","Root"
"Early sieve element",7,4,1,"Fail","arabidopsis_thaliana","Root"
"Epidermal cell layer of the emerging lateral root",7,13,0.44935477117833,"Fail","arabidopsis_thaliana","Root"
