"reference_cell_types","query_clusters","number_OMGs","p_value","negative_log10_p_value","significant"
"glycine_max Seed Proliferating cell",2,1,1,0,"No"
"glycine_max Seed Seed coat",2,6,1,0,"No"
"glycine_max Seed Seed coat endothelium",2,3,0.928924714813471,0.0320194822022382,"No"
"glycine_max Seed Seed coat epidermis",2,14,0.000168036207635377,3.77459712850047,"Yes"
"glycine_max Seed Suspensor",2,2,1,0,"No"
"glycine_max Stem Companion cell",2,7,0.762562002164275,0.117724839059095,"No"
"glycine_max Stem Guard cell",2,2,1,0,"No"
"glycine_max Stem Mesophyll cell",2,6,0.396913790563027,0.401303811495007,"No"
"glycine_max Stem Phloem",2,4,1,0,"No"
"glycine_max Stem Proliferating cell",2,4,1,0,"No"
"glycine_max Stem Shoot apical meristem",2,5,0.71394807022015,0.14633337595074,"No"
"glycine_max Stem Shoot apical meristem epidermis layer",2,3,1,0,"No"
"glycine_max Stem Shoot parenchyma",2,8,0.424911444023763,0.371701572018413,"No"
"glycine_max Stem Shoot system cortex",2,2,1,0,"No"
"glycine_max Stem Shoot system vascular system",2,1,1,0,"No"
"glycine_max Stem Stem cortex",2,11,0.147320778473295,0.831735994909691,"No"
"glycine_max Stem Stem endodermis",2,4,1,0,"No"
"glycine_max Stem Stem epidermis",2,2,1,0,"No"
"glycine_max Stem Stem pith",2,3,1,0,"No"
"glycine_max Stem Stem trichome",2,5,0.968361095101508,0.0139626671052947,"No"
"glycine_max Stem Xylem",2,11,0.089226898103662,1.04950420462556,"No"
"gossypium_bickii Leaf Companion cell",2,9,0.384878510644676,0.414676336681386,"No"
"gossypium_bickii Leaf Leaf guard cell",2,10,0.161157160746694,0.792750392579922,"No"
"gossypium_bickii Leaf Leaf lamina epidermis",2,19,1.64529580039697e-06,5.7837560108256,"Yes"
"gossypium_bickii Leaf Mesophyll cell",2,9,0.00020744114073159,3.68310510802007,"Yes"
"gossypium_bickii Leaf Phloem parenchyma cell",2,4,1,0,"No"
"gossypium_bickii Leaf Xylem",2,13,0.0323683079277313,1.48988000300263,"Yes"
"gossypium_bickii Seed Companion cell",2,14,0.330245705841434,0.481162820773222,"No"
"gossypium_bickii Seed Leaf epidermis",2,27,2.65948307313349e-06,5.57520276949761,"Yes"
"gossypium_bickii Seed Leaf guard cell",2,8,0.101983502067044,0.991470078637634,"No"
"gossypium_bickii Seed Mesophyll",2,15,0.194686735989984,0.710663635961141,"No"
"gossypium_bickii Seed Phloem parenchyma",2,5,1,0,"No"
"gossypium_bickii Seed Pigment gland",2,25,3.12160120899205e-05,4.50562257974784,"Yes"
"gossypium_bickii Seed Procambium",2,3,1,0,"No"
"gossypium_bickii Seed Xylem",2,21,0.00666534065679633,2.176177649463,"Yes"
"gossypium_hirsutum Flower Anther wall endothecium",2,3,1,0,"No"
"gossypium_hirsutum Flower Anther wall middle layer",2,8,0.358463771662193,0.445554729988489,"No"
"gossypium_hirsutum Flower Anther wall tapetum",2,5,0.300714488909085,0.521845646386773,"No"
"gossypium_hirsutum Flower Connective",2,2,1,0,"No"
"gossypium_hirsutum Flower Developing male gametophytes",2,1,1,0,"No"
"gossypium_hirsutum Flower Flower vascular system",2,6,0.830556038702175,0.0806310598073193,"No"
"gossypium_hirsutum Flower Microspore nuclei",2,0,1,0,"No"
"gossypium_hirsutum Flower Outer pigment layer",2,24,2.15446906059105e-09,8.66665973824819,"Yes"
"gossypium_hirsutum Flower Ovule fiber cell",2,9,0.0853186205673961,1.06895617484487,"No"
"gossypium_hirsutum Leaf Guard cell",2,13,0.0378030014920768,1.42247371657293,"Yes"
"gossypium_hirsutum Leaf Leaf lamina epidermis",2,5,0.968361095101508,0.0139626671052947,"No"
"gossypium_hirsutum Leaf Leaf vascular system",2,5,1,0,"No"
"gossypium_hirsutum Leaf Mesophyll cell",2,7,0.53738230715184,0.269716636438051,"No"
"gossypium_hirsutum Leaf Proliferating cell",2,5,0.436121234832609,0.360392766924124,"No"
"manihot_esculenta Leaf Bundle sheath cell",2,4,1,0,"No"
"manihot_esculenta Leaf Companion cell",2,21,0.000336866420606486,3.47254227804272,"Yes"
"manihot_esculenta Leaf Leaf guard cell",2,8,0.455779511568535,0.34124520134239,"No"
"manihot_esculenta Leaf Leaf lamina epidermis",2,11,0.0565808965054047,1.24733017557352,"No"
"manihot_esculenta Leaf Leaf procambium",2,6,0.762562002164275,0.117724839059095,"No"
"manihot_esculenta Leaf Leaf vascular system",2,20,0.00431515174707734,2.36500392723509,"Yes"
"manihot_esculenta Leaf Palisade mesophyll cell",2,5,1,0,"No"
"manihot_esculenta Leaf Sieve element",2,7,1,0,"No"
"manihot_esculenta Leaf Spongy mesophyll cell",2,10,0.00726685186583525,2.13865369277303,"Yes"
"manihot_esculenta Leaf Xylem",2,9,0.0993638410808905,1.00277162843972,"No"
"manihot_esculenta Root Metaxylem",2,20,0.0174250849581991,1.75882509576728,"Yes"
"manihot_esculenta Root Pericycle cell",2,8,1,0,"No"
"manihot_esculenta Root Phloem",2,4,1,0,"No"
"manihot_esculenta Root Root apical meristem",2,14,0.464470103317127,0.333042235130536,"No"
"manihot_esculenta Root Root cortex",2,11,0.663417133798888,0.178213316328413,"No"
"manihot_esculenta Root Root endodermis",2,7,0.964289273541684,0.0157926641703991,"No"
"manihot_esculenta Root Root epidermis",2,11,0.1015590762048,0.993281258182151,"No"
"manihot_esculenta Root Root exodermis",2,7,1,0,"No"
"manihot_esculenta Root Root hair cell",2,9,0.981891714443697,0.00793640469029226,"No"
"manihot_esculenta Root Root vascular system",2,0,1,0,"No"
"manihot_esculenta Root Xylem",2,11,0.0185842982104804,1.73085383430301,"Yes"
"manihot_esculenta Tuberous root Meristematic cell",2,21,0.185753403331389,0.731063220450283,"No"
"manihot_esculenta Tuberous root Metaxylem",2,19,0.308096964997126,0.51131257981189,"No"
"manihot_esculenta Tuberous root Pericycle",2,6,1,0,"No"
"manihot_esculenta Tuberous root Phloem",2,0,1,0,"No"
"manihot_esculenta Tuberous root Phloem parenchyma",2,2,1,0,"No"
"manihot_esculenta Tuberous root Root cortex",2,11,0.490538458036518,0.309326938420001,"No"
"manihot_esculenta Tuberous root Root epidermis",2,12,0.689575936157502,0.161417902311471,"No"
"manihot_esculenta Tuberous root Root exodermis",2,6,1,0,"No"
"manihot_esculenta Tuberous root Root hair",2,15,0.243850675885703,0.61287603632821,"No"
"manihot_esculenta Tuberous root Root procambium",2,13,0.528615338901683,0.276860239040653,"No"
"manihot_esculenta Tuberous root Vascular bundle",2,5,0.877922304880265,0.0565439169581533,"No"
"manihot_esculenta Tuberous root Xylem",2,21,0.00571805297464695,2.24275182545752,"Yes"
"medicago_truncatula Root Cortex",2,5,1,0,"No"
"medicago_truncatula Root Nodule apex",2,15,0.0153832311177788,1.81295243506513,"Yes"
"medicago_truncatula Root Nodule parenchyma",2,2,1,0,"No"
"medicago_truncatula Root Non-hair",2,4,1,0,"No"
"medicago_truncatula Root Pericycle",2,4,1,0,"No"
"medicago_truncatula Root Phloem",2,5,1,0,"No"
"medicago_truncatula Root Root apical meristem",2,6,1,0,"No"
"medicago_truncatula Root Root cap",2,1,1,0,"No"
"medicago_truncatula Root Root cortex",2,13,0.0769195865937971,1.11396305855362,"No"
"medicago_truncatula Root Root endodermis",2,5,1,0,"No"
"medicago_truncatula Root Root epidermis",2,0,1,0,"No"
"medicago_truncatula Root Root hair",2,14,0.0190119984629578,1.72097222948821,"Yes"
"medicago_truncatula Root Root hair cell",2,7,0.2022541945106,0.694102462873079,"No"
"medicago_truncatula Root Root nodule",2,2,1,0,"No"
"medicago_truncatula Root Root stele",2,4,1,0,"No"
"medicago_truncatula Root Root vascular system",2,3,1,0,"No"
"medicago_truncatula Root Stem cell niche",2,12,0.150941884956967,0.821190230856494,"No"
"medicago_truncatula Root Xylem",2,12,0.223195020369705,0.651315499026949,"No"
"nicotiana_attenuata Corolla Chlorenchyma",2,4,0.885822125762823,0.0526534762563913,"No"
"nicotiana_attenuata Corolla Epidermis",2,1,1,0,"No"
"nicotiana_attenuata Corolla Parenchyma",2,9,0.757589249387428,0.120566196841167,"No"
"nicotiana_attenuata Corolla Pollen",2,3,0.834032861331463,0.0788168375951551,"No"
"nicotiana_attenuata Corolla Vascular tissue",2,18,0.017856449221115,1.74820489690261,"Yes"
"oryza_sativa Inflorescence Branch meristem",2,4,0.162348735902802,0.789551088575244,"No"
"oryza_sativa Inflorescence Cryptic bract",2,2,1,0,"No"
"oryza_sativa Inflorescence Floret meristem",2,2,1,0,"No"
"oryza_sativa Inflorescence Inflorescence axis",2,4,0.793935220012586,0.100214931752753,"No"
"oryza_sativa Inflorescence Inflorescence meristem",2,0,1,0,"No"
"oryza_sativa Inflorescence Lodicule",2,0,1,0,"No"
"oryza_sativa Inflorescence Rudimentary glume",2,1,1,0,"No"
"oryza_sativa Inflorescence Spikelet",2,5,0.618841411038761,0.208420632296728,"No"
"oryza_sativa Inflorescence Spikelet floret",2,6,0.680856933452435,0.166944135575632,"No"
"oryza_sativa Inflorescence Spikelet identity cell",2,8,0.972735728009886,0.0120051324512539,"No"
"oryza_sativa Inflorescence Spikelet meristem",2,4,0.951997057062502,0.02136439416121,"No"
"oryza_sativa Inflorescence Spikelet supporting cell",2,0,1,0,"No"
"oryza_sativa Inflorescence Sterile lemma",2,4,1,0,"No"
"oryza_sativa Leaf Initial cell",2,4,0.527420051596382,0.277843363105113,"No"
"oryza_sativa Leaf Large parenchyma cell",2,4,1,0,"No"
"oryza_sativa Leaf Leaf epidermis",2,16,0.346944290644032,0.459740254915863,"No"
"oryza_sativa Leaf Leaf lamina epidermis",2,5,0.939214357704118,0.0272352770163816,"No"
"oryza_sativa Leaf Leaf preprocambium",2,10,0.633935707105235,0.197954785438902,"No"
"oryza_sativa Leaf Mesophyll",2,4,1,0,"No"
"oryza_sativa Leaf Mesophyll cell",2,8,0.972735728009886,0.0120051324512539,"No"
"oryza_sativa Leaf Mesophyll precursor",2,4,0.984887826688966,0.00661323044061176,"No"
"oryza_sativa Leaf Mestome sheath",2,10,0.569195320725965,0.244738678846442,"No"
"oryza_sativa Leaf Phloem",2,3,1,0,"No"
"oryza_sativa Leaf Vascular tissue",2,4,1,0,"No"
"oryza_sativa Leaf Xylem",2,17,0.000294563742317225,3.53082071126335,"Yes"
"oryza_sativa Pistil CT-Ovule",2,1,1,0,"No"
"oryza_sativa Pistil Inner ovary wall/Outer integument",2,1,1,0,"No"
"oryza_sativa Pistil Integument",2,3,0.513082674355247,0.289812650242202,"No"
"oryza_sativa Pistil Nucellus",2,3,0.928924714813471,0.0320194822022382,"No"
"oryza_sativa Pistil Outer ovary wall",2,4,0.984887826688966,0.00661323044061176,"No"
"oryza_sativa Pistil Ovary wall",2,2,1,0,"No"
"oryza_sativa Pistil Ovule",2,0,1,0,"No"
"oryza_sativa Pistil S-Ovule",2,0,1,0,"No"
"oryza_sativa Pistil Stamen residue",2,0,1,0,"No"
"oryza_sativa Pistil Stigma",2,2,0.940505497595587,0.0266386614974947,"No"
"oryza_sativa Pistil Style",2,1,1,0,"No"
"oryza_sativa Pistil Vascular tissue",2,3,1,0,"No"
"oryza_sativa Root Epidermal meristematic cell",2,13,0.276783669516022,0.557859537222138,"No"
"oryza_sativa Root Exodermis",2,17,0.0537069615243117,1.2699694171749,"No"
"oryza_sativa Root Meristematic cell",2,3,1,0,"No"
"oryza_sativa Root Metaxylem",2,8,0.455779511568535,0.34124520134239,"No"
"oryza_sativa Root Non-hair root epidermal cell",2,6,1,0,"No"
"oryza_sativa Root Pericycle",2,4,1,0,"No"
"oryza_sativa Root Pericycle cell",2,3,1,0,"No"
"oryza_sativa Root Phloem",2,8,0.517808010198651,0.285831235557838,"No"
"oryza_sativa Root Protoxylem",2,17,0.014127860688832,1.84992359621058,"Yes"
"oryza_sativa Root Root cap",2,7,1,0,"No"
"oryza_sativa Root Root cap junction",2,7,1,0,"No"
"oryza_sativa Root Root cortex",2,11,1,0,"No"
"oryza_sativa Root Root endodermis",2,1,1,0,"No"
"oryza_sativa Root Root epidermis",2,13,0.0507088840723013,1.2949159466711,"No"
"oryza_sativa Root Root exodermis",2,18,0.000780919067174418,3.10739397316605,"Yes"
"oryza_sativa Root Root hair",2,15,0.00711337846923701,2.14792408393135,"Yes"
"oryza_sativa Root Root hair cell",2,10,0.0582634132956528,1.23460407631589,"No"
"oryza_sativa Root Root meristem",2,0,1,0,"No"
"oryza_sativa Root Root procambium",2,4,0.984887826688966,0.00661323044061176,"No"
"oryza_sativa Root Root stele",2,2,1,0,"No"
"oryza_sativa Root Sclerenchyma",2,16,0.00306170864000393,2.51403614024099,"Yes"
"oryza_sativa Root Xylem",2,19,0.000501433884105764,3.29978632218685,"Yes"
"oryza_sativa Root;Leaf Epidermis",2,22,0.00126706495367024,2.8972011212669,"Yes"
"oryza_sativa Root;Leaf Fiber cell",2,11,0.183629469239405,0.736057621059323,"No"
"oryza_sativa Root;Leaf Initial cell",2,3,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll precursor/Root endodermis",2,3,1,0,"No"
"oryza_sativa Root;Leaf Mesophyll/Cortex",2,11,0.089226898103662,1.04950420462556,"No"
"oryza_sativa Root;Leaf Mestome sheath",2,10,0.909516902236218,0.0411892257047161,"No"
"oryza_sativa Root;Leaf Parenchyma",2,5,1,0,"No"
"oryza_sativa Root;Leaf Pericycle",2,15,0.70285762155488,0.15313264146031,"No"
"oryza_sativa Root;Leaf Phloem",2,8,1,0,"No"
"oryza_sativa Root;Leaf Procambium",2,10,0.830595902036563,0.0806102159269569,"No"
"oryza_sativa Root;Leaf Root exodermis/Sclerenchym",2,27,2.01993253428013e-05,4.69466313574108,"Yes"
"oryza_sativa Root;Leaf Root stele",2,4,1,0,"No"
"oryza_sativa Root;Leaf Vascular tissue",2,4,1,0,"No"
"oryza_sativa Root;Leaf Xylem",2,30,7.92365133476117e-07,6.10107464301748,"Yes"
"populus_alba_var_pyramidalis Stem Companion cell",2,4,1,0,"No"
"populus_alba_var_pyramidalis Stem Cork cambium",2,22,0.00319451772259183,2.49559469813992,"Yes"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis",2,11,0.089226898103662,1.04950420462556,"No"
"populus_alba_var_pyramidalis Stem Cortex/Endodermis initial",2,8,0.391264287374843,0.407529790494021,"No"
"populus_alba_var_pyramidalis Stem Endodermis",2,13,0.0582634132956528,1.23460407631589,"No"
"populus_alba_var_pyramidalis Stem Epidermis",2,26,5.28223429839995e-09,8.27718233916744,"Yes"
"populus_alba_var_pyramidalis Stem Phloem parenchyma",2,4,1,0,"No"
"populus_alba_var_pyramidalis Stem Photosynthetic cell",2,3,1,0,"No"
"populus_alba_var_pyramidalis Stem Sieve element",2,12,0.662888955671708,0.178559216660235,"No"
"populus_alba_var_pyramidalis Stem Vascular cambium",2,9,1,0,"No"
"populus_alba_var_pyramidalis Stem Xylem",2,17,0.132978440812164,0.87621876350858,"No"
"populus_alba_var_pyramidalis Stem Xylem parenchyma",2,1,1,0,"No"
"solanum_lycopersicum Leaf Leaf guard cell",2,4,1,0,"No"
"solanum_lycopersicum Leaf Leaf lamina epidermis",2,1,1,0,"No"
"solanum_lycopersicum Leaf Leaf trichome",2,3,1,0,"No"
"solanum_lycopersicum Leaf Leaf vascular system",2,11,0.362907594578801,0.440203943209877,"No"
"solanum_lycopersicum Leaf Mesophyll cell",2,6,0.0306479696796136,1.51359829067726,"Yes"
"solanum_lycopersicum Root Atrichoblast",2,8,1,0,"No"
"solanum_lycopersicum Root Cortex",2,27,0.000778945576778248,3.10849288447193,"Yes"
"solanum_lycopersicum Root Endodermis",2,19,0.0395416986651332,1.40294467783853,"Yes"
"solanum_lycopersicum Root Exodermis",2,34,2.61183186889178e-08,7.58305478327854,"Yes"
"solanum_lycopersicum Root MZ",2,1,1,0,"No"
"solanum_lycopersicum Root Pericycle",2,9,1,0,"No"
"solanum_lycopersicum Root Phloem_Procamb",2,22,0.00962109278920719,2.01677559684277,"Yes"
"solanum_lycopersicum Root RC_Col_QC",2,11,0.896615159522145,0.0473939225735521,"No"
"solanum_lycopersicum Root Trichoblast",2,13,0.276783669516022,0.557859537222138,"No"
"solanum_lycopersicum Root Xylem",2,17,0.157950214294676,0.801479780541155,"No"
"solanum_lycopersicum Shoot axis apex Leaf marginal meristem",2,6,1,0,"No"
"solanum_lycopersicum Shoot axis apex Meristematic cell",2,2,1,0,"No"
"solanum_lycopersicum Shoot axis apex Mesophyll",2,18,0.0543837510968196,1.26453084043248,"No"
"solanum_lycopersicum Shoot axis apex Phloem",2,8,0.727266229688687,0.138306578247844,"No"
"solanum_lycopersicum Shoot axis apex Rib Zone",2,17,0.00695614538961123,2.15763134943442,"Yes"
"solanum_lycopersicum Shoot axis apex Shoot system epidermis",2,15,0.628093120173695,0.201975963620229,"No"
"solanum_lycopersicum Shoot axis apex Trichome",2,24,5.05290260690029e-05,4.29645907256989,"Yes"
"solanum_lycopersicum Shoot axis apex Xylem",2,0,1,0,"No"
"sorghum_bicolor Root Columella root cap cell",2,1,1,0,"No"
"sorghum_bicolor Root Lateral root cap",2,7,0.468904267207582,0.328915814997825,"No"
"sorghum_bicolor Root Pericycle cell",2,1,1,0,"No"
"sorghum_bicolor Root Phloem",2,6,0.928831510824216,0.0320630594786326,"No"
"sorghum_bicolor Root Root cortex",2,13,0.00660962663167611,2.17982307249357,"Yes"
"sorghum_bicolor Root Root endodermis",2,10,0.347121142409043,0.459518933571611,"No"
"sorghum_bicolor Root Root epidermis",2,1,1,0,"No"
"sorghum_bicolor Root Root stele",2,18,0.000461604844063048,3.33572964235923,"Yes"
"sorghum_bicolor Root Xylem",2,10,0.347121142409043,0.459518933571611,"No"
"triticum_aestivum Root Columella root cap",2,4,0.695041913238721,0.15798900528119,"No"
"triticum_aestivum Root Columella root cap cell",2,1,1,0,"No"
"triticum_aestivum Root Companion cell",2,2,1,0,"No"
"triticum_aestivum Root Meristematic cell",2,0,1,0,"No"
"triticum_aestivum Root Metaxylem",2,4,0.793935220012586,0.100214931752753,"No"
"triticum_aestivum Root Pericycle",2,4,0.793935220012586,0.100214931752753,"No"
"triticum_aestivum Root Pericycle cell",2,6,0.474403306209745,0.32385229294977,"No"
"triticum_aestivum Root Phloem pole pericycle",2,3,1,0,"No"
"triticum_aestivum Root Phloem pole pericycle cell",2,2,1,0,"No"
"triticum_aestivum Root Protophloem",2,0,1,0,"No"
"triticum_aestivum Root Protoxylem",2,1,1,0,"No"
"triticum_aestivum Root Provascular",2,1,1,0,"No"
"triticum_aestivum Root Proximal meristem",2,0,1,0,"No"
"triticum_aestivum Root Root broder",2,3,0.888861255028404,0.0511660240445146,"No"
"triticum_aestivum Root Root cap",2,1,1,0,"No"
"triticum_aestivum Root Root endodermis",2,6,0.0978445204282736,1.00946349105247,"No"
"triticum_aestivum Root Root epidermis",2,1,1,0,"No"
"triticum_aestivum Root Root epidermis/Root cortex",2,4,0.695041913238721,0.15798900528119,"No"
"triticum_aestivum Root Root hair",2,4,0.639423409789636,0.194211467913638,"No"
"triticum_aestivum Root Root hair cell",2,1,1,0,"No"
"triticum_aestivum Root Root system ground meristem",2,2,1,0,"No"
"triticum_aestivum Root Root vascular system",2,5,0.835237143507194,0.07819020057083,"No"
"triticum_aestivum Root Sieve element",2,1,1,0,"No"
"triticum_aestivum Root Stem cell niche",2,1,1,0,"No"
"triticum_aestivum Root Xylem pole pericycle",2,4,0.921911050344228,0.035310979389119,"No"
"triticum_aestivum Root Xylem pole pericycle cell",2,3,0.654372266421456,0.184175115197609,"No"
"zea_mays Ear inflorescence Adaxial meristem periphery",2,2,1,0,"No"
"zea_mays Ear inflorescence Bundle sheath",2,12,0.0458342973165789,1.3388094224108,"Yes"
"zea_mays Ear inflorescence Cortex",2,13,0.257994456066926,0.588389626305804,"No"
"zea_mays Ear inflorescence Determinate lateral organ",2,7,0.916513936596681,0.037860926729024,"No"
"zea_mays Ear inflorescence G2/M phase",2,6,1,0,"No"
"zea_mays Ear inflorescence Meristem base",2,1,1,0,"No"
"zea_mays Ear inflorescence Meristem boundary",2,2,1,0,"No"
"zea_mays Ear inflorescence Meristem epidermis",2,1,1,0,"No"
"zea_mays Ear inflorescence Phloem",2,9,0.44346012472383,0.353145425191823,"No"
"zea_mays Ear inflorescence Pith",2,2,1,0,"No"
"zea_mays Ear inflorescence S phase",2,1,1,0,"No"
"zea_mays Ear inflorescence Xylem",2,8,0.358463771662193,0.445554729988489,"No"
"zea_mays Inflorescence Adaxial meristem periphery",2,1,1,0,"No"
"zea_mays Inflorescence Bundle sheath cell",2,14,0.330245705841434,0.481162820773222,"No"
"zea_mays Inflorescence Determinate lateral organ",2,3,1,0,"No"
"zea_mays Inflorescence Ear cortex",2,7,0.793935220012586,0.100214931752753,"No"
"zea_mays Inflorescence Meristem base",2,2,1,0,"No"
"zea_mays Inflorescence Meristem boundary",2,6,1,0,"No"
"zea_mays Inflorescence Meristem epidermis layer",2,7,0.762562002164275,0.117724839059095,"No"
"zea_mays Inflorescence Phloem",2,10,0.2022541945106,0.694102462873079,"No"
"zea_mays Inflorescence Xylem",2,0,1,0,"No"
"zea_mays Leaf Bundle sheath",2,12,0.0539023979249061,1.26839191417522,"No"
"zea_mays Leaf Bundle sheath cell",2,4,0.836544522741618,0.0775109399778057,"No"
"zea_mays Leaf Contamination",2,16,0.010471493194153,1.97999138520338,"Yes"
"zea_mays Leaf G2/M phase",2,5,0.479720602640064,0.319011629416628,"No"
"zea_mays Leaf Leaf epidermis",2,4,0.793935220012586,0.100214931752753,"No"
